Filename,HTID,Author,Title,Year,URL
Hillas och Camilla.json,,Widström Ulrica Carolina,Hillas Och Camilla,1799,
Korgen.json,,Widström Ulrica Carolina,Korgen,1799,
Til....json,,Widström Ulrica Carolina,Til ....,1799,
Till Thelmar.json,,Widström Ulrica Carolina,Til Thelmar,1799,
Vid min sons död.json,,Widström Ulrica Carolina,Vid Min Sons Död,1799,
chi_096331732.json,chi.096331732,Oxenstierna Johan Gabriel,Arbeten Af Johan Gabriel Oxenstjerna V.1,1805,
nyp_33433075825541.json,nyp.33433075825541,Cederborgh Fredric,Uno Von Thrazenberg Berättelse Af Friherre Dolk,1809,
mdp_39015030065885.json,mdp.39015030065885,Cederborgh Fredric,Ottar Trallings Lefnads-Målning,1810,
PalmbladVF_Noveller1.json,,Palmblad Vilhelm Fredrik,Noveller. Första Häftet. Kärlek Och Politik,1811,
PalmbladVF_Noveller2.json,,Palmblad Vilhelm Fredrik,Noveller. Andra Häftet. Holmen I Sjön Dall ,1811,
uc1_$b492854.json,uc1.$b492854,Livijn Clas,Samlade Skrifter,1817,
CederborghF_NagotLitetOmGrefveJaquesPancrace.json,,Cederborgh Fredric,Något Litet Om Grefve Jaques Pancrace Von Himmel Och Jord,1818,
umn_319510011704783.json,umn.319510011704783,Nicander Karl August,Samlade Arbeten,1820,
nyp_33433075867105.json,nyp.33433075867105,Stjernstolpe Jonas Magnus,Pelegrimen Och Häxmästaren,1820,
uc1_$b480159.json,uc1.$b480159,Stagnelius Erik Johan,Samlade Arbeten,1821,
mdp_39015055052610.json,mdp.39015055052610,Tegner Esaias,Samlade Skrifter V.1,1822,
hvd_hntabt.json,hvd.hntabt,Atterbom P.D.A.,Lycksalighetens Ö: Sagospel I Fem Äfventyr,1824,
uc1_$b483323.json,uc1.$b483323,Ling Pehr Henrik,Samlade Arbeten,1824,
uc1_$b480158.json,uc1.$b480158,Stagnelius Erik Johan,Samlade Arbeten,1824,
nyp_33433075867113.json,nyp.33433075867113,Stjernstolpe Jonas Magnus,Lunkentus,1824,
hvd_hntabs.json,hvd.hntabs,Atterbom P.D.A.,Lycksalighetens Ö: Sagospel I Fem Äfventyr,1827,
umn_31951p00998889s.json,umn.31951p00998889s,Bremer Fredrika,Axel Och Anna,1828,
hvd_hntehq.json,hvd.hntehq,Sjöberg Erik,Samlade Dikter Af Vitalis,1828,
hvd_hntfik.json,hvd.hntfik,Bremer Fredrika,Famillen H***,1830,
uc1_b2854362.json,uc1.b2854362,Cederborgh Fredric,Ungdoms Tidsfördrif,1831,
hvd_32044010107142.json,hvd.32044010107142,Nyberg Julia,Samlade Dikter,1831,
hvd_32044105521470.json,hvd.32044105521470,Nyberg Julia,Samlade Dikter,1832,
umn_31951001198873h.json,umn.31951001198873h,Almqvist Carl Jonas Love,Törnrosens Bok,1833,
umn_31951001198874f.json,umn.31951001198874f,Almqvist Carl Jonas Love,Törnrosens Bok,1834,
umn_31951001198875d.json,umn.31951001198875d,Almqvist Carl Jonas Love,Törnrosens Bok,1834,
uc1_$b482708.json,uc1.$b482708,Geijer Erik Gustaf,Skaldestycken,1835,
KnorringS_Illusionerna.json,,Knorring Sophie Von,Illusionerna,1836,
ksmaxel.json,,Knorring Sophie Von,Axel,1836,
chi_61038308.json,chi.61038308,Braun Wilhelm Von,Dikter,1837,
nyp_33433075825400.json,nyp.33433075825400,Bremer Fredrika,Grannarne,1837,
umn_31951001198876b.json,umn.31951001198876b,Almqvist Carl Jonas Love,Törnrosens Bok,1838,
umn_319510011988779.json,umn.319510011988779,Almqvist Carl Jonas Love,Törnrosens Bok,1838,
umn_31951001211403m.json,umn.31951001211403m,Flygare-Carlen Emilie,Waldemar Klein,1838,
ksmstands.json,,Knorring Sophie Von,Ståndsparalleller,1838,
hvd_hn3jg6.json,hvd.hn3jg6,Almqvist Carl Jonas Love,Amorina,1839,
umn_319510011988795.json,umn.319510011988795,Almqvist Carl Jonas Love,Törnrosens Bok,1839,
mdp_39015009311781.json,mdp.39015009311781,Bremer Fredrika,Hemmet,1839,
umn_319510011642494.json,umn.319510011642494,Flygare-Carlen Emilie,Representanten,1839,
wu_89104753207.json,wu.89104753207,Flygare-Carlen Emilie,Gustaf Lindorm,1839,
BlancheA_SaraWidebeckEnTafla.json,,Blanche August,Sara Widebäck,1840,
hvd_hnqlrv.json,hvd.hnqlrv,Bremer Fredrika,Trälinnan: En Teckning Ur Forntiden,1840,
hvd_hntfjh.json,hvd.hntfjh,Flygare-Carlen Emilie,Professorn Och Hans Skyddslingar: Svenskt Original,1840,
wu_89104753223.json,wu.89104753223,Flygare-Carlen Emilie,Gustaf Lindorm,1840,
wu_89104753330.json,wu.89104753330,Flygare-Carlen Emilie,Kyrkoinvigningen I Hammarby,1840,
wu_89104753355.json,wu.89104753355,Flygare-Carlen Emilie,Kyrkoinvigningen I Hammarby,1840,
RosenJM_DenFriaKarleken.json,,Rosen Johan Magnus,Den Fria Kärleken,1840,
wu_89104753769.json,wu.89104753769,Flygare-Carlen Emilie,Skjutsgossen,1841,
KnorringS_Skizzer1.json,,Knorring Sophie Von,Skizzer,1841,
wu_89063410799.json,wu.89063410799,Flygare-Carlen Emilie,Rosen På Tistelön,1842,
profningen.json,,Wetterbergh Carl Anton,Pröfningen,1842,
hvd_hntecx.json,hvd.hntecx,Blanche August,Positivhataren,1843,
chi_088379815.json,chi.088379815,Knorring Sophie Von,Torparen Och Hans Omgifning,1843,
uiug_30112119934708.json,uiug.30112119934708,Stålberg Wilhelmina,Lyriska Toner,1843,
oadamguv.json,,Wetterbergh Carl Anton,Guvernanten,1843,
wu_89104753785.json,wu.89104753785,Flygare-Carlen Emilie,Pål Värning: En Skärgårds-Ynglings Äfventyr,1844,
hvd_hntfji.json,hvd.hntfji,Blanche August,Engelbrekt Och Hans Dalkarlar,1846,
uc1_$b482697.json,uc1.$b482697,Cramær Mauritz,Femhundra Riksdaler Banko,1846,
mdp_39015030067451.json,mdp.39015030067451,Dahlgren Fredrik August,Wermlänningarne,1846,
mdp_39015030066065.json,mdp.39015030066065,Flygare-Carlen Emilie,Ett År,1846,
hvd_hntect.json,hvd.hntect,Blanche August,Vålnaden,1847,
hvd_hntfih.json,hvd.hntfih,Blanche August,Flickan I Stadsgården,1847,
hvd_hnqlry.json,hvd.hnqlry,Flygare-Carlen Emilie,En Natt Vid Bullar-Sjön,1847,
hvd_hnqlrz.json,hvd.hnqlrz,Flygare-Carlen Emilie,En Natt Vid Bullar-Sjön,1847,
hvd_hntecr.json,hvd.hntecr,Blanche August,Banditen,1848,
hvd_hntecs.json,hvd.hntecs,Blanche August,Första Älskarinnan,1848,
hvd_hnqlrw.json,hvd.hnqlrw,Flygare-Carlen Emilie,Jungfrutornet: Sjöroman,1848,
hvd_hnqlrx.json,hvd.hnqlrx,Flygare-Carlen Emilie,Jungfrutornet: Sjöroman,1848,
hvd_hntfhl.json,hvd.hntfhl,Flygare-Carlen Emilie,En Nyckfull Qvinna,1848,
RydbergV_Vampyren.json,,Rydberg Viktor,Vampyren,1848,
umn_31951001198880k.json,umn.31951001198880k,Almqvist Carl Jonas Love,Törnrosens Bok,1849,
hvd_hntfig.json,hvd.hntfig,Blanche August,Kråknästet,1849,
bjkaropo.json,,Börjesson Johan,Kärlek Och Poesi,1849,
hvd_hntfhm.json,hvd.hntfhm,Flygare-Carlen Emilie,En Nyckfull Qvinna,1849,
hvd_hntfir.json,hvd.hntfir,Flygare-Carlen Emilie,Romanhjeltinnan,1849,
umn_31951001198881i.json,umn.31951001198881i,Almqvist Carl Jonas Love,Törnrosens Bok,1850,
umn_319510011988787.json,umn.319510011988787,Almqvist Carl Jonas Love,Törnrosens Bok,1851,
hvd_hntecu.json,hvd.hntecu,Blanche August,Sonen Af Söder Och Nord,1851,
hvd_hntecv.json,hvd.hntecv,Blanche August,Sonen Af Söder Och Nord,1852,
LjungstedtA_HinOndesHus.json,,Ljungstedt Aurora,Hin Ondes Hus,1853,
samvetet.json,,Wetterbergh Carl Anton,Herr Simon Sellners Rikedomar,1853,
umn_31951001083204q.json,umn.31951001083204q,Bremer Fredrika,Hertha,1856,
RydbergV_FribytarenPaOstersjon.json,,Rydberg Viktor,Fribytaren På Östersjön,1857,
uiug_30112118461729.json,uiug.30112118461729,Schwartz Marie Sophie,Mannen Af Börd Och Qvinnan Af Folket,1858,
uc1_$b480124.json,uc1.$b480124,Rydberg Viktor,Den Siste Athenaren,1859,
uc1_$b480125.json,uc1.$b480125,Rydberg Viktor,Den Siste Athenaren,1859,
mssaam.json,,Schwartz Marie Sophie,Arbetet Adlar Mannen,1859,
wu_89080125099.json,wu.89080125099,Flygare-Carlen Emilie,Ett Köpmanshus I Skärgården,1860,
wu_89104753280.json,wu.89104753280,Flygare-Carlen Emilie,Ett Köpmanshus I Skärgården,1860,
wu_89104753306.json,wu.89104753306,Flygare-Carlen Emilie,Ett Köpmanshus I Skärgården,1860,
wu_89104753322.json,wu.89104753322,Flygare-Carlen Emilie,Ett Köpmanshus I Skärgården,1860,
wu_89104753397.json,wu.89104753397,Flygare-Carlen Emilie,Ett Köpmanshus I Skärgården,1860,
umn_31951d01250826p.json,umn.31951d01250826p,Schwartz Marie Sophie,Positivspelarens Son,1863,
wu_89104753744.json,wu.89104753744,Flygare-Carlen Emilie,Stockholmsscener Bakom Kulisserna: Berättelser,1864,
uc1_$b278356.json,uc1.$b278356,Hedberg Frans,Bröllopet På Ulvåsa,1865,
SchwartzMS_PaGothakanal.json,,Schwartz Marie Sophie,På Götha Kanal,1865,
LefflerAC_Handelsevis.json,,Leffler Ann Charlotte,Händelsevis,1869,
RydbergV_DenFlygandeHollandaren.json,,Rydberg Viktor,Den Flygande Holländaren,1875,
fhsvv-1.json,,Hedberg Frans,Svart På Hvitt,1876,
umn_31951d009223628.json,umn.31951d009223628,Rydberg Viktor,Singoalla,1876,
uc1_b4784160.json,uc1.b4784160,Hedberg Frans,Svart På Hvitt,1877,
wu_89099911356.json,wu.89099911356,Bååth Albert Ulrik,Dikter,1879,
uc1_b4784161.json,uc1.b4784161,Hedberg Frans,Svart På Hvitt,1879,
hvd_hnl6m5.json,hvd.hnl6m5,Strindberg August,Röda Rummet,1879,
FlygareCarlenE_KerstinMariasFastegafva.json,,Flygare-Carlen Emilie,Kerstin Marias Fästegåfva: Karaktärsbild Ur Bondelifvets Krönika,1880,
hvd_hwlc2c.json,hvd.hwlc2c,Kerfstedt Amanda,Vid Vägkanten,1880,
wu_89060184629.json,wu.89060184629,Leffler Ann Charlotte,Elfvan,1880,
hvd_hn3bk4.json,hvd.hn3bk4,Bååth Albert Ulrik,Nya Dikter,1881,
hvd_hntegl.json,hvd.hntegl,Snoilsky Carl,Nya Dikter,1881,
coo_31924026330187.json,coo.31924026330187,Strindberg August,I Vårbrytningen,1881,
hvd_hntfqt.json,hvd.hntfqt,Strindberg August,Mäster Olof,1881,
GeijerstamG_Grakallt.json,,Geijerstam Gustaf Af,Gråkallt,1882,
uva_x000386921.json,uva.x000386921,Leffler Ann Charlotte,Ur Lifvet I,1882,
uc1_b4784235.json,uc1.b4784235,Rydberg Viktor,Dikter,1882,
nyp_33433075849889.json,nyp.33433075849889,Leffler Ann Charlotte,Ur Lifvet Iii,1883,
uva_x030809850.json,uva.x030809850,Leffler Ann Charlotte,Ur Lifvet Ii,1883,
wu_89060185162.json,wu.89060185162,Leffler Ann Charlotte,Under Toffeln,1883,
wu_89060185824.json,wu.89060185824,Leffler Ann Charlotte,Sanna Kvinnor,1883,
wu_89017366857.json,wu.89017366857,Snoilsky Carl,Dikter,1883,
wu_89092527043.json,wu.89092527043,Strindberg August,Dikter På Vers Och Prosa,1883,
hvd_hwlbpy.json,hvd.hwlbpy,Agrell Alfhild,Dramatiska Arbeten,1884,
umn_319510012087257.json,umn.319510012087257,Bååth Albert Ulrik,Vid Allfarväg: Dikter,1884,
wu_89099911059.json,wu.89099911059,Benedictsson Victoria,Från Skåne,1884,
wu_89009674094.json,wu.89009674094,Hansson Ola,Dikter,1884,
RoosM_BerattelserOchSkizzer.json,,Roos Mathilda,Berättelser Och Skizzer,1884,
coo_31924026329668.json,coo.31924026329668,Strindberg August,Sömngångarnätter På Vakna Dagar,1884,
uc1_b000957922.json,uc1.b000957922,Strindberg August,Giftas,1884,
umn_31951001145991k.json,umn.31951001145991k,Benedictsson Victoria,Pengar,1885,
umn_31951001057655r.json,umn.31951001057655r,Geijerstam Gustaf Af,Erik Grane,1885,
wu_89009674045.json,wu.89009674045,Hansson Ola,Notturno,1885,
umn_319510011010271.json,umn.319510011010271,Hedberg Tor,Johannes Karr: En Uppkomlings Historia,1885,
umn_31951001105644t.json,umn.31951001105644t,Levertin Oscar,Konflikter,1885,
mdp_39015030017084.json,mdp.39015030017084,Lundegård Axel,I Gryningen,1885,
uiug_30112112089534.json,uiug.30112112089534,Strindberg August,Utopier I Verkligheten,1885,
hvd_hwlbpz.json,hvd.hwlbpz,Agrell Alfhild,Ensam,1886,
hvd_hwlc4h.json,hvd.hwlc4h,Hedberg Tor,Judas,1886,
nyp_33433075867352.json,nyp.33433075867352,Leffler Ann Charlotte,Ur Lifvet Iv,1886,
umn_31951001080983r.json,umn.31951001080983r,Roos Mathilda,Hårdt Mot Hårdt,1886,
BenedictssonV_FruMarianne.json,,Benedictsson Victoria,Fru Marianne,1887,
umn_31951001066429z.json,umn.31951001066429z,Benedictsson Victoria,Folklif Och Småberättelser,1887,
nyp_33433075825566.json,nyp.33433075825566,Fahlstedt Amalia,Ax Och Halm,1887,
hvd_hwlc34.json,hvd.hwlc34,Geijerstam Gustaf Af,Pastor Hallin,1887,
HanssonO_SensitivaAmorosa.json,,Hansson Ola,Sensitiva Amorosa,1887,
hvd_hwlc5a.json,hvd.hwlc5a,Leffler Ann Charlotte,Kampen För Lyckan,1887,
nyp_33433075867501.json,nyp.33433075867501,Strindberg August,Hemsöborna,1887,
mdp_39015030002888.json,mdp.39015030002888,Benedictsson Victoria,Modern,1888,
umn_31951d000993323.json,umn.31951d000993323,Heidenstam Verner Von,Vallfart Och Vandringsår,1888,
mdp_39015030011061.json,mdp.39015030011061,Kerfstedt Amanda,Eva,1888,
coo_31924026330302.json,coo.31924026330302,Strindberg August,Skärkarlsliv,1888,
ElkanS_DurOchMoll.json,,Elkan Sophie,Dur Och Moll,1889,
chi_088379522.json,chi.088379522,Heidenstam  Verner Von,Endymion,1889,
mdp_39015030017050.json,mdp.39015030017050,Lundegård Axel,Röde Prinsen,1889,
hvd_hntec8.json,hvd.hntec8,Benedictsson Victoria,Den Bergtagna,1890,
umn_319510010531408.json,umn.319510010531408,Benedictsson Victoria,Den Bergtagna,1890,
hvd_hwlc3g.json,hvd.hwlc3g,Geijerstam Gustaf Af,Kronofogdens Berättelser,1890,
umn_319510010537573.json,umn.319510010537573,Hedberg Tor,Ett Eldprof,1890,
nyp_33433075867345.json,nyp.33433075867345,Leffler Ann Charlotte,Ur Lifvet V,1890,
hvd_hwl2w8.json,hvd.hwl2w8,Mörner Birger,Tattarblod,1890,
nnc1_cu50268260.json,nnc1.cu50268260,Nyblom Helena,Dikt Och Verklighet,1890,
wu_89009444779.json,wu.89009444779,Strindberg August,I Havsbandet,1890,
umn_31951001170543i.json,umn.31951001170543i,Fröding Gustaf,Samlade Dikter,1891,
uc1_b4742311.json,uc1.b4742311,Lagerlöf Selma,Gösta Berlings Saga,1891,
nyp_33433075849103.json,nyp.33433075849103,Leffler Ann Charlotte,Tre Komedier,1891,
hvd_hntaam.json,hvd.hntaam,Levertin Oscar,Legender Och Visor,1891,
umn_319510011075883.json,umn.319510011075883,Lundegård Axel,La Mouche,1891,
uc1_b4784238.json,uc1.b4784238,Rydberg Viktor,Vapensmeden,1891,
umn_31951d00159960r.json,umn.31951d00159960r,Strindberg August,Svenska Öden Och Äfventyr,1891,
hvd_hnqls1.json,hvd.hnqls1,Geijerstam Gustaf Af,Stockholmsnoveller,1892,
uc1_c053441504.json,uc1.c053441504,Hansson Ola,Kärlekens Trångmål,1892,
chi_096331677.json,chi.096331677,Heidenstam  Verner Von,Hans Alenius,1892,
chi_096331685.json,chi.096331685,Heidenstam  Verner Von,Hans Alenius,1892,
mdp_39015030017043.json,mdp.39015030017043,Lundegård Axel,Titania,1892,
uc1_$b305618.json,uc1.$b305618,Hallström Per,Vilsna Fåglar,1894,
hvd_hwlcvm.json,hvd.hwlcvm,Lagerlöf Selma,Osynliga Länkar,1894,
hvd_hn5b3q.json,hvd.hn5b3q,Levertin Oscar,Nya Dikter,1894,
coo_31924026333074.json,coo.31924026333074,Fröding Gustaf,RaìˆGgler Aìš Paschaser,1895,
mdp_39015030065380.json,mdp.39015030065380,Geijerstam Gustaf Af,Medusas Huvud,1895,
hvd_hn2ilu.json,hvd.hn2ilu,Hallström Per,En Gammal Historia,1895,
uc1_a0000025361.json,uc1.a0000025361,Hallström Per,Purpur,1895,
wu_89099784118.json,wu.89099784118,Hansson Ola,Resan Hem,1895,
wu_89099784134.json,wu.89099784134,Hansson Ola,Resan Hem,1895,
hvd_hn2iln.json,hvd.hn2iln,Heidenstam  Verner Von,Dikter,1895,
wu_89104944889.json,wu.89104944889,Karlfeldt Erik Axel,Vildmarks- Och Kärleksvisor,1895,
umn_31951001018173s.json,umn.31951001018173s,Kerfstedt Amanda,Bland Fält Och Ängar,1895,
SoderbergH_Forvillelser.json,,Söderberg Hjalmar,Förvillelser,1895,
umn_31951001170544g.json,umn.31951001170544g,Fröding Gustaf,Samlade Dikter,1896,
hvd_hntac7.json,hvd.hntac7,Lundegård Axel,Dikter,1896,
NyblomH_FantasierFyra.json,,Nyblom Helena,Fantasier: Fyra Berättelser,1896,
mdp_39015030025780.json,mdp.39015030025780,Wickström Victor Hugo,Arnliot Gällina,1896,
hvd_hnqls5.json,hvd.hnqls5,Geijerstam Gustaf Af,Vilse I Livet,1897,
mdp_39015030011244.json,mdp.39015030011244,Heidenstam Verner Von,Karolinerna,1897,
chi_088379873.json,chi.088379873,Lagerlöf Selma,Antikrists Mirakler,1897,
nyp_33433075866479.json,nyp.33433075866479,Molin Pelle,Ådalens Poesi,1897,
wau_39352017620030.json,wau.39352017620030,Nyblom Helena,Det Var En Gång,1897,
uc1_b4785193.json,uc1.b4785193,Agrell Alfhild,Nordanfrån,1898,
FrodingG_Gralstank.json,,Fröding Gustaf,Gralstänk,1898,
hvd_hnqls3.json,hvd.hnqls3,Geijerstam Gustaf Af,Det Yttersta Skäret,1898,
hvd_hnqls4.json,hvd.hnqls4,Geijerstam Gustaf Af,Äktenskapets Komedi,1898,
hvd_hn5daf.json,hvd.hn5daf,Hallström Per,Våren,1898,
wu_89104944947.json,wu.89104944947,Karlfeldt Erik Axel,Fridolins Visor Och Andra Dikter,1898,
LundegardA_Struensee1.json,,Lundegård Axel,Struensee. I. Stadsläkaren I Altona ,1898,
wau_39352017620048.json,wau.39352017620048,Nyblom Helena,Det Var En Gång,1898,
hvd_32044011364056.json,hvd.32044011364056,Söderberg Hjalmar,Historietter,1898,
StrindbergA_TillDamaskus.json,,Strindberg August,Till Damaskus,1898,
umn_31951001016888x.json,umn.31951001016888x,Wahlenberg Anna,Bindande Band,1898,
uc1_$b278360.json,uc1.$b278360,Wickström Victor Hugo,En Modern Historia I Dagboksform Berättad Af Gunhild,1898,
umn_319510011013025.json,umn.319510011013025,Elkan Sophie,John Hall,1899,
hvd_hnta8b.json,hvd.hnta8b,Lagerlöf Selma,En Herrgårdssägen,1899,
LevertinO_Rococonoveller.json,,Levertin Oscar,Rococo-Noveller,1899,
LundegardA_Struensee2.json,,Lundegård Axel,Struensee. Ii. På Höjderna,1899,
hvd_hwl4nc.json,hvd.hwl4nc,Agrell Alfhild,Ingrid En Döds Kärlekssaga,1900,
hvd_hnnann.json,hvd.hnnann,Ekelund Vilhelm,Vårbris,1900,
umn_319510011013033.json,umn.319510011013033,Elkan Sophie,John Hall,1900,
hvd_hnta86.json,hvd.hnta86,Geijerstam Gustaf Af,Boken Om Lille-Bror,1900,
umn_31951001070549d.json,umn.31951001070549d,Hansson Ola,Fru Ester Bruce,1900,
umn_31951001171763z.json,umn.31951001171763z,Heidenstam Verner Von,Sankt Göran Och Draken,1900,
uc1_$b70959.json,uc1.$b70959,Janson Gustaf,Paradiset,1900,
LundegardA_Struensee3.json,,Lundegård Axel,Struensee. Iii. Korsets Väg ,1900,
hvd_hntfr3.json,hvd.hntfr3,Strindberg August,Dödsdansen,1900,
WallensteenN_FruMargret.json,,Wallensteen Nanna,Fru Margret,1900,
umn_31951d00223138l.json,umn.31951d00223138l,Berger Henning,Där Ute,1901,
wu_89009700980.json,wu.89009700980,Ekelund Vilhelm,Syner,1901,
HanssonO_DikterPaVersO.json,,Hansson Ola,Dikter På Vers Och Prosa ,1901,
umn_319510010821120.json,umn.319510010821120,Heidenstam Verner Von,Heliga Birgittas Pilgrimsfärd,1901,
umn_31951000998266q.json,umn.31951000998266q,Janson Gustaf,Abrahams Offer,1901,
coo_31924026334171.json,coo.31924026334171,Karlfeldt Erik Axel,Fridolins Lustgård Och Dalmålningar På Rim,1901,
KerfstedtA_Reflexer.json,,Kerfstedt Amanda,Reflexer,1901,
wu_89098576853.json,wu.89098576853,Lagerlöf Selma,Jerusalem,1901,
umn_31951001119929n.json,umn.31951001119929n,Söderberg Hjalmar,Martin Bircks Ungdom,1901,
wu_89009701020.json,wu.89009701020,Ekelund Vilhelm,Melodier I Skymning,1902,
hvd_hnnalf.json,hvd.hnnalf,Hallström Per,Döda Fallet,1902,
umn_31951001018139s.json,umn.31951001018139s,Kerfstedt Amanda,Blåklint,1902,
wu_89098576861.json,wu.89098576861,Lagerlöf Selma,Jerusalem,1902,
mdp_39015030017100.json,mdp.39015030017100,Lundegård Axel,Elsa Finne,1902,
uc1_$b483449.json,uc1.$b483449,Nyblom Helena,Det Ringer!,1902,
hvd_hwnnss.json,hvd.hwnnss,Roos Anna Maria,Aderton År,1902,
wu_89002343630.json,wu.89002343630,Strindberg August,Ett Drömspel,1902,
BenzonK_Detektivbragder.json,,Benzon Karl,Detektivbragder Eller Stockholmsmysterier,1903,
mdp_39015030002771.json,mdp.39015030002771,Berger Henning,Ridå,1903,
wu_89009454646.json,wu.89009454646,Bergman Bo,Marionetterna,1903,
uc1_b2854034.json,uc1.b2854034,Ekelund Vilhelm,Elegier,1903,
wu_89098577703.json,wu.89098577703,Janson Gustaf,Nils Dobblare,1903,
hvd_hwlcwp.json,hvd.hwlcwp,Lagerlöf Selma,Herr Arnes Penningar,1903,
NyblomH_EnSagokrans.json,,Nyblom Helena,En Sagokrans,1903,
SoderbergH_Framlingarna.json,,Söderberg Hjalmar,Främlingarna,1903,
hvd_hnj8aj.json,hvd.hnj8aj,Bergman Bo,Drömmen Och Andra Noveller,1904,
wu_89099783268.json,wu.89099783268,Geijerstam Gustaf Af,Karin Brandts Dröm,1904,
umn_319510011788408.json,umn.319510011788408,Heidenstam Verner Von,Skogen Susar,1904,
hvd_hwlcry.json,hvd.hwlcry,Lagerlöf Selma,Kristuslegender,1904,
hvd_hntfgd.json,hvd.hntfgd,Strindberg August,Götiska Rummen,1904,
BergerH_Ysail.json,,Berger Henning,Ysaïl,1905,
wu_89009701053.json,wu.89009701053,Ekelund Vilhelm,In Candidum,1905,
mdp_39015030065539.json,mdp.39015030065539,Geijerstam Gustaf Af,Andreas Vik,1905,
nyp_33433075867410.json,nyp.33433075867410,Heidenstam  Verner Von,Folke Filbyter,1905,
hvd_hntabp.json,hvd.hntabp,Levertin Oscar,Kung Salomo Och Morolf,1905,
hvd_hntdv6.json,hvd.hntdv6,Österling Anders,Offerkransar,1905,
hvd_hnnanp.json,hvd.hnnanp,Ekelund Vilhelm,Dithyramber I Aftonglans,1906,
hvd_hnqlu1.json,hvd.hnqlu1,Ekelund Vilhelm,Hafvets Stjärna,1906,
hvd_hnqlu2.json,hvd.hnqlu2,Ekelund Vilhelm,Grekisk Bukett,1906,
chi_090504133.json,chi.090504133,Hallström Per,En Skälmroman,1906,
wu_89099783706.json,wu.89099783706,Hallström Per,De Fyra Elementerna,1906,
mdp_39015030010998.json,mdp.39015030010998,Karlfeldt Erik Axel,Flora Och Pomona,1906,
mdp_39015078575720.json,mdp.39015078575720,Lagerlöf Selma,Nils Holgerssons Underbara Resa Genom Sverige,1906,
umn_31951001103025v.json,umn.31951001103025v,Nordström Ludvig,Kains Land,1906,
hvd_hntdv3.json,hvd.hntdv3,Österling Anders,Nattens Röster,1906,
uc1_$b136041.json,uc1.$b136041,Siwertz Sigfrid,Margot Med Flera Berättelser,1906,
umn_31951001017648c.json,umn.31951001017648c,Bergman Hjalmar,Blå Blommor,1907,
FitinghoffL_BarnenIfranFrostmofjallet.json,,Fitinghoff Laura,Barnen Ifrån Frostmofjället,1907,
hvd_hnkgrq.json,hvd.hnkgrq,Hansson Ola,Nya Visor,1907,
hvd_hwlc6z.json,hvd.hwlc6z,Hedberg Tor,Johan Ulfstjerna,1907,
mdp_39015030013026.json,mdp.39015030013026,Heidenstam Verner Von,Bjälboarvet,1907,
KampeA_Tralar.json,,Kämpe Alfred,Trälar,1907,
mdp_39015078575738.json,mdp.39015078575738,Lagerlöf Selma,Nils Holgerssons Underbara Resa Genom Sverige,1907,
umn_31951001065541a.json,umn.31951001065541a,Nordström Ludvig,Fiskare,1907,
hvd_hntdup.json,hvd.hntdup,Österling Anders,Hälsningar,1907,
nyp_33433075867295.json,nyp.33433075867295,Roos Mathilda,Hvit Ljung,1907,
uc1_b4770337.json,uc1.b4770337,Söderberg Hjalmar,Skrifter,1907,
StrindbergA_TaklagsolSyndabocken.json,,Strindberg August,Taklagsöl & Syndabocken,1907,
umn_31951001191160h.json,umn.31951001191160h,Strindberg August,Svarta Fanor,1907,
